FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a76,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,2,300.0406,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a77,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,4,928.6245,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a78,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,3,1032.016,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a79,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,35,1,483.3065,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a7a,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,40,1,619.0955,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a7b,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon elongatus,Ophiodon elongatus,50,1,599.5206,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a7c,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,20,1,162.7257,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a7d,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,25,6,1502.4717,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a7e,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,30,3,1107.5715,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a7f,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,35,1,516.4341,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a80,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,3,1032.016,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a81,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,35,2,966.613,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a82,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,40,1,619.0955,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a83,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,15,3,220.4756,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a84,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,20,6,976.3541,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a85,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,25,4,1001.6478,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a86,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,30,3,1107.5715,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a87,923402232,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC20,Ed King East,48.84,-125.21,2023-05-10,6.5,RLS,3,12:35:00,48.84,-125.21,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes nebulosus,Sebastes nebulosus,15,1,73.4918,POINT (-125.21 48.84)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a88,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopteri,Perciformes,Rhamphocottidae,Rhamphocottus richardsonii,Rhamphocottus richardsonii,5,1,2.3205,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a89,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,2,300.0406,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a8a,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,2,464.3122,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a8b,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes flavidus,Sebastes flavidus,12.5,1,41.9142,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a8c,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,12.5,3,125.7425,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a8d,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,15,3,220.4756,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a8e,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,20,1,162.7257,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a8f,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,25,2,500.8239,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a90,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,1,7.7703,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a91,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a92,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,15,1,73.4563,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a93,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,25,1,246.3374,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a94,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,12.5,9,377.2276,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a95,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,7.5,1,7.7132,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a96,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,10,1,18.9254,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a97,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,7.5,2,15.4265,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a98,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a99,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a9a,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a9b,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,1,344.0053,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a9c,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,20,10,1627.257,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a9d,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,1,2.2561,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a9e,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,2,15.5407,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2a9f,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,2,37.3708,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa0,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,1,36.9044,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa1,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa2,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,2,464.3122,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa3,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,1,344.0053,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa4,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,35,2,966.613,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa5,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,40,1,619.0955,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa6,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes maliger,Sebastes maliger,20,1,162.7257,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa7,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,15,1,73.4918,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa8,923402230,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2023-05-12,8.5,RLS,2,10:07:00,48.82,-125.18,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,1,37.9668,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aa9,923402230,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2023-05-12,8.5,RLS,2,10:07:00,48.82,-125.18,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.18 48.82)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aaa,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aab,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,5,1160.7806,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aac,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,12.5,5,209.5709,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aad,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,15,27,1984.28,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aae,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,25,6,1502.4717,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2aaf,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,3,6.7683,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2ab0,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,3,56.0563,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2ab1,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2ab2,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,3,1032.016,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2ab3,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon elongatus,Ophiodon elongatus,50,1,599.5206,POINT (-125.15 48.83)
ep_m1_public_data.fid-702cfadc_18a43197e7c_2ab4,923402233,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2023-05-11,6,RLS,2,9:38:00,48.83,-125.15,1,1,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,12.5,2,84.4011,POINT (-125.15 48.83)
