FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1050,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,7.5,1,6.8672,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-104f,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,10,1,16.8981,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-104e,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Jordania zonope,Jordania zonope,7.5,1,6.8672,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-104d,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,12.5,1,42.2005,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-104c,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,2.5,12,3.2689,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-104b,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,12,27.0734,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-104a,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,10,77.7034,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1049,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,5,93.4271,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1048,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,2.5,6,1.3229,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1047,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,5,1,1.9303,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1046,923402225,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC23,Aguilar Point,48.84,-125.14,2023-05-11,7,RLS,3,12:22:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Jordania zonope,Jordania zonope,5,1,1.9303,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1045,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,2.5,9,2.4517,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1044,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,18,40.6101,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1043,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,25,194.2584,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1042,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,13,242.9105,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1041,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,2,73.8089,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1040,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis laeta,Pholis laeta,12.5,1,9.1818,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-103f,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,12.5,1,34.7669,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-103e,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Jordania zonope,Jordania zonope,5,1,1.9303,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-103d,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,10,1,21.4147,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-103c,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,12.5,2,84.4011,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-103b,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,0,127,,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-103a,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis laeta,Pholis laeta,10,1,4.5565,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1039,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,15,1,61.5181,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1038,923402244,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.7,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,20,1,137.9826,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1037,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,24,54.1468,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1036,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,29,225.3397,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1035,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,29,541.8773,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1034,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,13,479.7575,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1033,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,15,1,64.3548,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1032,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys stigmaeus,Citharichthys stigmaeus,0,1,,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1031,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,5,1,1.9303,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1030,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,1,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,15,1,73.4563,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-102f,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,2.5,23,6.2654,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-102e,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,46,103.7813,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-102d,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,31,240.8804,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-102c,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,43,803.4732,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-102b,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,28,1033.324,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-102a,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,15,16,1029.6775,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1029,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis laeta,Pholis laeta,2.5,2,0.1173,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1028,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis laeta,Pholis laeta,10,1,4.5565,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1027,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis laeta,Pholis laeta,12.5,2,18.3636,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1026,923402246,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC25,Goby Town,48.84,-125.14,2023-05-18,5.5,RLS,4,13:20:00,48.84,-125.14,2,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius pictus,Oxylebius pictus,10,1,21.4147,POINT (-125.14 48.84)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1025,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,3,23.311,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1024,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,4,74.7417,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1023,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,3,110.7133,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1022,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,20,1,137.9826,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1021,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,2.5,1,0.2724,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1020,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,4,9.0245,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-101f,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,10,77.7034,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-101e,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,4,74.7417,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-101d,923400144,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2021-04-30,6,RLS,3,10:30:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,3,110.7133,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-101c,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,2,1,Chordata,Actinopteri,Perciformes,Liparidae,Liparis florae,Liparis florae,5,1,1.3701,POINT (-125.18 48.82)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-101b,923400153,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC4,Kii xin,48.82,-125.18,2021-04-28,7.5,RLS,2,12:30:00,48.82,-125.18,2,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,5,1,1.9303,POINT (-125.18 48.82)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-101a,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,2.5,1,0.2724,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1019,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,3,6.7683,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1018,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,8,62.1627,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1017,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,10,3,56.0563,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1016,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,2.5,2,0.441,POINT (-125.15 48.83)
ep_m2_cryptic_fish_public_data.fid--3819fb10_18a423dbc2d_-1015,923401193,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,British Columbia,BMSC9,Eagle Bay,48.83,-125.15,2022-05-02,6.5,RLS,3,13:45:00,48.83,-125.15,2,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius harringtoni,Artedius harringtoni,5,2,3.8605,POINT (-125.15 48.83)
