date,time,time_zone,tide_m
2022-07-07,2:30,PDT,1.607986
2022-07-07,2:31,PDT,1.61139
2022-07-07,2:32,PDT,1.614832
2022-07-07,2:33,PDT,1.61831
2022-07-07,2:34,PDT,1.621824
2022-07-07,2:35,PDT,1.625376
2022-07-07,2:36,PDT,1.628963
2022-07-07,2:37,PDT,1.632586
2022-07-07,2:38,PDT,1.636245
2022-07-07,2:39,PDT,1.639939
2022-07-07,2:40,PDT,1.643668
2022-07-07,2:41,PDT,1.647432
2022-07-07,2:42,PDT,1.65123
2022-07-07,2:43,PDT,1.655063
2022-07-07,2:44,PDT,1.658929
2022-07-07,2:45,PDT,1.66283
2022-07-07,2:46,PDT,1.666763
2022-07-07,2:47,PDT,1.67073
2022-07-07,2:48,PDT,1.67473
2022-07-07,2:49,PDT,1.678762
2022-07-07,2:50,PDT,1.682826
2022-07-07,2:51,PDT,1.686923
2022-07-07,2:52,PDT,1.69105
2022-07-07,2:53,PDT,1.695209
2022-07-07,2:54,PDT,1.699399
2022-07-07,2:55,PDT,1.70362
2022-07-07,2:56,PDT,1.70787
2022-07-07,2:57,PDT,1.712151
2022-07-07,2:58,PDT,1.716461
2022-07-07,2:59,PDT,1.720801
2022-07-07,3:00,PDT,1.725169
2022-07-07,3:01,PDT,1.729566
2022-07-07,3:02,PDT,1.733991
2022-07-07,3:03,PDT,1.738444
2022-07-07,3:04,PDT,1.742924
2022-07-07,3:05,PDT,1.747431
2022-07-07,3:06,PDT,1.751965
2022-07-07,3:07,PDT,1.756525
2022-07-07,3:08,PDT,1.761111
2022-07-07,3:09,PDT,1.765723
2022-07-07,3:10,PDT,1.77036
2022-07-07,3:11,PDT,1.775021
2022-07-07,3:12,PDT,1.779707
2022-07-07,3:13,PDT,1.784417
2022-07-07,3:14,PDT,1.78915
2022-07-07,3:15,PDT,1.793907
2022-07-07,3:16,PDT,1.798686
2022-07-07,3:17,PDT,1.803487
2022-07-07,3:18,PDT,1.80831
2022-07-07,3:19,PDT,1.813155
2022-07-07,3:20,PDT,1.81802
2022-07-07,3:21,PDT,1.822906
2022-07-07,3:22,PDT,1.827812
2022-07-07,3:23,PDT,1.832738
2022-07-07,3:24,PDT,1.837683
2022-07-07,3:25,PDT,1.842647
2022-07-07,3:26,PDT,1.847629
2022-07-07,3:27,PDT,1.852629
2022-07-07,3:28,PDT,1.857646
2022-07-07,3:29,PDT,1.86268
2022-07-07,3:30,PDT,1.86773
2022-07-07,3:31,PDT,1.872797
2022-07-07,3:32,PDT,1.877879
2022-07-07,3:33,PDT,1.882976
2022-07-07,3:34,PDT,1.888087
2022-07-07,3:35,PDT,1.893213
2022-07-07,3:36,PDT,1.898352
2022-07-07,3:37,PDT,1.903504
2022-07-07,3:38,PDT,1.908669
2022-07-07,3:39,PDT,1.913845
2022-07-07,3:40,PDT,1.919034
2022-07-07,3:41,PDT,1.924233
2022-07-07,3:42,PDT,1.929443
2022-07-07,3:43,PDT,1.934664
2022-07-07,3:44,PDT,1.939893
2022-07-07,3:45,PDT,1.945132
2022-07-07,3:46,PDT,1.95038
2022-07-07,3:47,PDT,1.955635
2022-07-07,3:48,PDT,1.960899
2022-07-07,3:49,PDT,1.966169
2022-07-07,3:50,PDT,1.971445
2022-07-07,3:51,PDT,1.976728
2022-07-07,3:52,PDT,1.982017
2022-07-07,3:53,PDT,1.98731
2022-07-07,3:54,PDT,1.992608
2022-07-07,3:55,PDT,1.997909
2022-07-07,3:56,PDT,2.003215
2022-07-07,3:57,PDT,2.008523
2022-07-07,3:58,PDT,2.013833
2022-07-07,3:59,PDT,2.019146
2022-07-07,4:00,PDT,2.02446
2022-07-07,4:01,PDT,2.029775
2022-07-07,4:02,PDT,2.03509
2022-07-07,4:03,PDT,2.040405
2022-07-07,4:04,PDT,2.045719
2022-07-07,4:05,PDT,2.051033
2022-07-07,4:06,PDT,2.056344
2022-07-07,4:07,PDT,2.061654
2022-07-07,4:08,PDT,2.06696
2022-07-07,4:09,PDT,2.072264
2022-07-07,4:10,PDT,2.077563
2022-07-07,4:11,PDT,2.082859
2022-07-07,4:12,PDT,2.08815
2022-07-07,4:13,PDT,2.093435
2022-07-07,4:14,PDT,2.098715
2022-07-07,4:15,PDT,2.103988
2022-07-07,4:16,PDT,2.109255
2022-07-07,4:17,PDT,2.114515
2022-07-07,4:18,PDT,2.119767
2022-07-07,4:19,PDT,2.12501
2022-07-07,4:20,PDT,2.130245
2022-07-07,4:21,PDT,2.135471
2022-07-07,4:22,PDT,2.140687
2022-07-07,4:23,PDT,2.145893
2022-07-07,4:24,PDT,2.151088
2022-07-07,4:25,PDT,2.156272
2022-07-07,4:26,PDT,2.161445
2022-07-07,4:27,PDT,2.166605
2022-07-07,4:28,PDT,2.171753
2022-07-07,4:29,PDT,2.176888
2022-07-07,4:30,PDT,2.18201
2022-07-07,4:31,PDT,2.187118
2022-07-07,4:32,PDT,2.192211
2022-07-07,4:33,PDT,2.197289
2022-07-07,4:34,PDT,2.202353
2022-07-07,4:35,PDT,2.2074
2022-07-07,4:36,PDT,2.212432
2022-07-07,4:37,PDT,2.217447
2022-07-07,4:38,PDT,2.222445
2022-07-07,4:39,PDT,2.227425
2022-07-07,4:40,PDT,2.232388
2022-07-07,4:41,PDT,2.237332
2022-07-07,4:42,PDT,2.242258
2022-07-07,4:43,PDT,2.247165
2022-07-07,4:44,PDT,2.252052
2022-07-07,4:45,PDT,2.256919
2022-07-07,4:46,PDT,2.261766
2022-07-07,4:47,PDT,2.266592
2022-07-07,4:48,PDT,2.271398
2022-07-07,4:49,PDT,2.276182
2022-07-07,4:50,PDT,2.280944
2022-07-07,4:51,PDT,2.285683
2022-07-07,4:52,PDT,2.290401
2022-07-07,4:53,PDT,2.295095
2022-07-07,4:54,PDT,2.299766
2022-07-07,4:55,PDT,2.304413
2022-07-07,4:56,PDT,2.309037
2022-07-07,4:57,PDT,2.313636
2022-07-07,4:58,PDT,2.31821
2022-07-07,4:59,PDT,2.322759
2022-07-07,5:00,PDT,2.327283
2022-07-07,5:01,PDT,2.331781
2022-07-07,5:02,PDT,2.336254
2022-07-07,5:03,PDT,2.340699
2022-07-07,5:04,PDT,2.345118
2022-07-07,5:05,PDT,2.349511
2022-07-07,5:06,PDT,2.353875
2022-07-07,5:07,PDT,2.358213
2022-07-07,5:08,PDT,2.362522
2022-07-07,5:09,PDT,2.366803
2022-07-07,5:10,PDT,2.371056
2022-07-07,5:11,PDT,2.37528
2022-07-07,5:12,PDT,2.379475
2022-07-07,5:13,PDT,2.38364
2022-07-07,5:14,PDT,2.387776
2022-07-07,5:15,PDT,2.391882
2022-07-07,5:16,PDT,2.395958
2022-07-07,5:17,PDT,2.400003
2022-07-07,5:18,PDT,2.404018
2022-07-07,5:19,PDT,2.408002
2022-07-07,5:20,PDT,2.411954
2022-07-07,5:21,PDT,2.415875
2022-07-07,5:22,PDT,2.419765
2022-07-07,5:23,PDT,2.423622
2022-07-07,5:24,PDT,2.427448
2022-07-07,5:25,PDT,2.431241
2022-07-07,5:26,PDT,2.435001
2022-07-07,5:27,PDT,2.438729
2022-07-07,5:28,PDT,2.442423
2022-07-07,5:29,PDT,2.446084
2022-07-07,5:30,PDT,2.449712
2022-07-07,5:31,PDT,2.453306
2022-07-07,5:32,PDT,2.456866
2022-07-07,5:33,PDT,2.460391
2022-07-07,5:34,PDT,2.463883
2022-07-07,5:35,PDT,2.467339
2022-07-07,5:36,PDT,2.470761
2022-07-07,5:37,PDT,2.474148
2022-07-07,5:38,PDT,2.4775
2022-07-07,5:39,PDT,2.480816
2022-07-07,5:40,PDT,2.484097
2022-07-07,5:41,PDT,2.487342
2022-07-07,5:42,PDT,2.490551
2022-07-07,5:43,PDT,2.493724
2022-07-07,5:44,PDT,2.49686
2022-07-07,5:45,PDT,2.49996
2022-07-07,5:46,PDT,2.503023
2022-07-07,5:47,PDT,2.50605
2022-07-07,5:48,PDT,2.509039
2022-07-07,5:49,PDT,2.511991
2022-07-07,5:50,PDT,2.514905
2022-07-07,5:51,PDT,2.517782
2022-07-07,5:52,PDT,2.520621
2022-07-07,5:53,PDT,2.523422
2022-07-07,5:54,PDT,2.526185
2022-07-07,5:55,PDT,2.52891
2022-07-07,5:56,PDT,2.531596
2022-07-07,5:57,PDT,2.534244
2022-07-07,5:58,PDT,2.536853
2022-07-07,5:59,PDT,2.539422
2022-07-07,6:00,PDT,2.541953
2022-07-07,6:01,PDT,2.544444
2022-07-07,6:02,PDT,2.546896
2022-07-07,6:03,PDT,2.549308
2022-07-07,6:04,PDT,2.55168
2022-07-07,6:05,PDT,2.554013
2022-07-07,6:06,PDT,2.556305
2022-07-07,6:07,PDT,2.558557
2022-07-07,6:08,PDT,2.560768
2022-07-07,6:09,PDT,2.562939
2022-07-07,6:10,PDT,2.565069
2022-07-07,6:11,PDT,2.567158
2022-07-07,6:12,PDT,2.569206
2022-07-07,6:13,PDT,2.571212
2022-07-07,6:14,PDT,2.573177
2022-07-07,6:15,PDT,2.575101
2022-07-07,6:16,PDT,2.576982
2022-07-07,6:17,PDT,2.578822
2022-07-07,6:18,PDT,2.58062
2022-07-07,6:19,PDT,2.582375
2022-07-07,6:20,PDT,2.584088
2022-07-07,6:21,PDT,2.585759
2022-07-07,6:22,PDT,2.587386
2022-07-07,6:23,PDT,2.588971
2022-07-07,6:24,PDT,2.590513
2022-07-07,6:25,PDT,2.592011
2022-07-07,6:26,PDT,2.593467
2022-07-07,6:27,PDT,2.594878
2022-07-07,6:28,PDT,2.596246
2022-07-07,6:29,PDT,2.59757
2022-07-07,6:30,PDT,2.59885
2022-07-07,6:31,PDT,2.600086
2022-07-07,6:32,PDT,2.601278
2022-07-07,6:33,PDT,2.602425
2022-07-07,6:34,PDT,2.603527
2022-07-07,6:35,PDT,2.604585
2022-07-07,6:36,PDT,2.605598
2022-07-07,6:37,PDT,2.606565
2022-07-07,6:38,PDT,2.607488
2022-07-07,6:39,PDT,2.608365
2022-07-07,6:40,PDT,2.609196
2022-07-07,6:41,PDT,2.609982
2022-07-07,6:42,PDT,2.610722
2022-07-07,6:43,PDT,2.611416
2022-07-07,6:44,PDT,2.612063
2022-07-07,6:45,PDT,2.612665
2022-07-07,6:46,PDT,2.61322
2022-07-07,6:47,PDT,2.613728
2022-07-07,6:48,PDT,2.61419
2022-07-07,6:49,PDT,2.614605
2022-07-07,6:50,PDT,2.614973
2022-07-07,6:51,PDT,2.615294
2022-07-07,6:52,PDT,2.615567
2022-07-07,6:53,PDT,2.615793
2022-07-07,6:54,PDT,2.615972
2022-07-07,6:55,PDT,2.616103
2022-07-07,6:56,PDT,2.616186
2022-07-07,6:57,PDT,2.616221
2022-07-07,6:58,PDT,2.616208
2022-07-07,6:59,PDT,2.616147
2022-07-07,7:00,PDT,2.616038
2022-07-07,7:01,PDT,2.615881
2022-07-07,7:02,PDT,2.615675
2022-07-07,7:03,PDT,2.61542
2022-07-07,7:04,PDT,2.615117
2022-07-07,7:05,PDT,2.614765
2022-07-07,7:06,PDT,2.614364
2022-07-07,7:07,PDT,2.613914
2022-07-07,7:08,PDT,2.613415
2022-07-07,7:09,PDT,2.612867
2022-07-07,7:10,PDT,2.612269
2022-07-07,7:11,PDT,2.611623
2022-07-07,7:12,PDT,2.610927
2022-07-07,7:13,PDT,2.610181
2022-07-07,7:14,PDT,2.609386
2022-07-07,7:15,PDT,2.608542
2022-07-07,7:16,PDT,2.607648
2022-07-07,7:17,PDT,2.606704
2022-07-07,7:18,PDT,2.60571
2022-07-07,7:19,PDT,2.604667
2022-07-07,7:20,PDT,2.603574
2022-07-07,7:21,PDT,2.602431
2022-07-07,7:22,PDT,2.601238
2022-07-07,7:23,PDT,2.599996
2022-07-07,7:24,PDT,2.598703
2022-07-07,7:25,PDT,2.597361
2022-07-07,7:26,PDT,2.595969
2022-07-07,7:27,PDT,2.594527
2022-07-07,7:28,PDT,2.593035
2022-07-07,7:29,PDT,2.591493
2022-07-07,7:30,PDT,2.589901
2022-07-07,7:31,PDT,2.58826
2022-07-07,7:32,PDT,2.586568
2022-07-07,7:33,PDT,2.584827
2022-07-07,7:34,PDT,2.583037
2022-07-07,7:35,PDT,2.581196
2022-07-07,7:36,PDT,2.579306
2022-07-07,7:37,PDT,2.577367
2022-07-07,7:38,PDT,2.575378
2022-07-07,7:39,PDT,2.57334
2022-07-07,7:40,PDT,2.571252
2022-07-07,7:41,PDT,2.569116
2022-07-07,7:42,PDT,2.56693
2022-07-07,7:43,PDT,2.564695
2022-07-07,7:44,PDT,2.562412
2022-07-07,7:45,PDT,2.56008
2022-07-07,7:46,PDT,2.557699
2022-07-07,7:47,PDT,2.55527
2022-07-07,7:48,PDT,2.552792
2022-07-07,7:49,PDT,2.550266
2022-07-07,7:50,PDT,2.547693
2022-07-07,7:51,PDT,2.545071
2022-07-07,7:52,PDT,2.542402
2022-07-07,7:53,PDT,2.539685
2022-07-07,7:54,PDT,2.536921
2022-07-07,7:55,PDT,2.534111
2022-07-07,7:56,PDT,2.531253
2022-07-07,7:57,PDT,2.528348
2022-07-07,7:58,PDT,2.525397
2022-07-07,7:59,PDT,2.5224
2022-07-07,8:00,PDT,2.519357
2022-07-07,8:01,PDT,2.516268
2022-07-07,8:02,PDT,2.513134
2022-07-07,8:03,PDT,2.509954
2022-07-07,8:04,PDT,2.50673
2022-07-07,8:05,PDT,2.503461
2022-07-07,8:06,PDT,2.500147
2022-07-07,8:07,PDT,2.496789
2022-07-07,8:08,PDT,2.493388
2022-07-07,8:09,PDT,2.489943
2022-07-07,8:10,PDT,2.486455
2022-07-07,8:11,PDT,2.482924
2022-07-07,8:12,PDT,2.47935
2022-07-07,8:13,PDT,2.475735
2022-07-07,8:14,PDT,2.472077
2022-07-07,8:15,PDT,2.468378
2022-07-07,8:16,PDT,2.464637
2022-07-07,8:17,PDT,2.460856
2022-07-07,8:18,PDT,2.457034
2022-07-07,8:19,PDT,2.453173
2022-07-07,8:20,PDT,2.449271
2022-07-07,8:21,PDT,2.44533
2022-07-07,8:22,PDT,2.441351
2022-07-07,8:23,PDT,2.437333
2022-07-07,8:24,PDT,2.433276
2022-07-07,8:25,PDT,2.429182
2022-07-07,8:26,PDT,2.425051
2022-07-07,8:27,PDT,2.420883
2022-07-07,8:28,PDT,2.416678
2022-07-07,8:29,PDT,2.412438
2022-07-07,8:30,PDT,2.408162
2022-07-07,8:31,PDT,2.403851
2022-07-07,8:32,PDT,2.399505
2022-07-07,8:33,PDT,2.395125
2022-07-07,8:34,PDT,2.390711
2022-07-07,8:35,PDT,2.386264
2022-07-07,8:36,PDT,2.381784
2022-07-07,8:37,PDT,2.377272
2022-07-07,8:38,PDT,2.372728
2022-07-07,8:39,PDT,2.368152
2022-07-07,8:40,PDT,2.363546
2022-07-07,8:41,PDT,2.358909
2022-07-07,8:42,PDT,2.354243
2022-07-07,8:43,PDT,2.349547
2022-07-07,8:44,PDT,2.344822
2022-07-07,8:45,PDT,2.340069
2022-07-07,8:46,PDT,2.335288
2022-07-07,8:47,PDT,2.330479
2022-07-07,8:48,PDT,2.325644
2022-07-07,8:49,PDT,2.320782
2022-07-07,8:50,PDT,2.315895
2022-07-07,8:51,PDT,2.310982
2022-07-07,8:52,PDT,2.306045
2022-07-07,8:53,PDT,2.301084
2022-07-07,8:54,PDT,2.296098
2022-07-07,8:55,PDT,2.29109
2022-07-07,8:56,PDT,2.286059
2022-07-07,8:57,PDT,2.281006
2022-07-07,8:58,PDT,2.275931
2022-07-07,8:59,PDT,2.270836
2022-07-07,9:00,PDT,2.26572
2022-07-07,9:01,PDT,2.260584
2022-07-07,9:02,PDT,2.255428
2022-07-07,9:03,PDT,2.250254
2022-07-07,9:04,PDT,2.245061
2022-07-07,9:05,PDT,2.239851
2022-07-07,9:06,PDT,2.234624
2022-07-07,9:07,PDT,2.22938
2022-07-07,9:08,PDT,2.224119
2022-07-07,9:09,PDT,2.218843
2022-07-07,9:10,PDT,2.213552
2022-07-07,9:11,PDT,2.208247
2022-07-07,9:12,PDT,2.202928
2022-07-07,9:13,PDT,2.197595
2022-07-07,9:14,PDT,2.192249
2022-07-07,9:15,PDT,2.186891
2022-07-07,9:16,PDT,2.181521
2022-07-07,9:17,PDT,2.17614
2022-07-07,9:18,PDT,2.170748
2022-07-07,9:19,PDT,2.165346
2022-07-07,9:20,PDT,2.159934
2022-07-07,9:21,PDT,2.154513
2022-07-07,9:22,PDT,2.149083
2022-07-07,9:23,PDT,2.143646
2022-07-07,9:24,PDT,2.1382
2022-07-07,9:25,PDT,2.132748
2022-07-07,9:26,PDT,2.127289
2022-07-07,9:27,PDT,2.121824
2022-07-07,9:28,PDT,2.116353
2022-07-07,9:29,PDT,2.110878
2022-07-07,9:30,PDT,2.105398
2022-07-07,9:31,PDT,2.099913
2022-07-07,9:32,PDT,2.094426
2022-07-07,9:33,PDT,2.088935
2022-07-07,9:34,PDT,2.083442
2022-07-07,9:35,PDT,2.077946
2022-07-07,9:36,PDT,2.072449
2022-07-07,9:37,PDT,2.066951
2022-07-07,9:38,PDT,2.061453
2022-07-07,9:39,PDT,2.055954
2022-07-07,9:40,PDT,2.050455
2022-07-07,9:41,PDT,2.044958
2022-07-07,9:42,PDT,2.039461
2022-07-07,9:43,PDT,2.033967
2022-07-07,9:44,PDT,2.028474
2022-07-07,9:45,PDT,2.022984
2022-07-07,9:46,PDT,2.017497
2022-07-07,9:47,PDT,2.012014
2022-07-07,9:48,PDT,2.006534
2022-07-07,9:49,PDT,2.001059
2022-07-07,9:50,PDT,1.995589
2022-07-07,9:51,PDT,1.990124
2022-07-07,9:52,PDT,1.984665
2022-07-07,9:53,PDT,1.979212
2022-07-07,9:54,PDT,1.973765
2022-07-07,9:55,PDT,1.968325
2022-07-07,9:56,PDT,1.962893
2022-07-07,9:57,PDT,1.957468
2022-07-07,9:58,PDT,1.952052
2022-07-07,9:59,PDT,1.946643
2022-07-07,10:00,PDT,1.941244
2022-07-07,10:01,PDT,1.935854
2022-07-07,10:02,PDT,1.930474
2022-07-07,10:03,PDT,1.925104
2022-07-07,10:04,PDT,1.919744
2022-07-07,10:05,PDT,1.914395
2022-07-07,10:06,PDT,1.909057
2022-07-07,10:07,PDT,1.90373
2022-07-07,10:08,PDT,1.898416
2022-07-07,10:09,PDT,1.893113
2022-07-07,10:10,PDT,1.887824
2022-07-07,10:11,PDT,1.882547
2022-07-07,10:12,PDT,1.877283
2022-07-07,10:13,PDT,1.872033
2022-07-07,10:14,PDT,1.866797
2022-07-07,10:15,PDT,1.861576
2022-07-07,10:16,PDT,1.856368
2022-07-07,10:17,PDT,1.851176
2022-07-07,10:18,PDT,1.845999
2022-07-07,10:19,PDT,1.840838
2022-07-07,10:20,PDT,1.835692
2022-07-07,10:21,PDT,1.830563
2022-07-07,10:22,PDT,1.82545
2022-07-07,10:23,PDT,1.820354
2022-07-07,10:24,PDT,1.815274
2022-07-07,10:25,PDT,1.810213
2022-07-07,10:26,PDT,1.805169
2022-07-07,10:27,PDT,1.800143
2022-07-07,10:28,PDT,1.795135
2022-07-07,10:29,PDT,1.790146
2022-07-07,10:30,PDT,1.785176
2022-07-07,10:31,PDT,1.780225
2022-07-07,10:32,PDT,1.775293
2022-07-07,10:33,PDT,1.770381
2022-07-07,10:34,PDT,1.765489
2022-07-07,10:35,PDT,1.760617
2022-07-07,10:36,PDT,1.755766
2022-07-07,10:37,PDT,1.750935
2022-07-07,10:38,PDT,1.746126
2022-07-07,10:39,PDT,1.741337
2022-07-07,10:40,PDT,1.736571
2022-07-07,10:41,PDT,1.731826
2022-07-07,10:42,PDT,1.727103
2022-07-07,10:43,PDT,1.722403
2022-07-07,10:44,PDT,1.717725
2022-07-07,10:45,PDT,1.713071
2022-07-07,10:46,PDT,1.708439
2022-07-07,10:47,PDT,1.703831
2022-07-07,10:48,PDT,1.699246
2022-07-07,10:49,PDT,1.694685
2022-07-07,10:50,PDT,1.690149
2022-07-07,10:51,PDT,1.685636
2022-07-07,10:52,PDT,1.681149
2022-07-07,10:53,PDT,1.676686
2022-07-07,10:54,PDT,1.672248
2022-07-07,10:55,PDT,1.667836
2022-07-07,10:56,PDT,1.663449
2022-07-07,10:57,PDT,1.659089
2022-07-07,10:58,PDT,1.654754
2022-07-07,10:59,PDT,1.650446
2022-07-07,11:00,PDT,1.646164
2022-07-07,11:01,PDT,1.641909
2022-07-07,11:02,PDT,1.637681
2022-07-07,11:03,PDT,1.633481
2022-07-07,11:04,PDT,1.629308
2022-07-07,11:05,PDT,1.625162
2022-07-07,11:06,PDT,1.621045
2022-07-07,11:07,PDT,1.616956
2022-07-07,11:08,PDT,1.612896
2022-07-07,11:09,PDT,1.608864
2022-07-07,11:10,PDT,1.604862
2022-07-07,11:11,PDT,1.600888
2022-07-07,11:12,PDT,1.596944
2022-07-07,11:13,PDT,1.59303
2022-07-07,11:14,PDT,1.589146
2022-07-07,11:15,PDT,1.585292
2022-07-07,11:16,PDT,1.581468
2022-07-07,11:17,PDT,1.577675
2022-07-07,11:18,PDT,1.573913
2022-07-07,11:19,PDT,1.570182
2022-07-07,11:20,PDT,1.566482
2022-07-07,11:21,PDT,1.562814
2022-07-07,11:22,PDT,1.559178
2022-07-07,11:23,PDT,1.555575
2022-07-07,11:24,PDT,1.552003
2022-07-07,11:25,PDT,1.548464
2022-07-07,11:26,PDT,1.544958
2022-07-07,11:27,PDT,1.541485
2022-07-07,11:28,PDT,1.538045
2022-07-07,11:29,PDT,1.534639
2022-07-07,11:30,PDT,1.531266
2022-07-07,11:31,PDT,1.527928
2022-07-07,11:32,PDT,1.524624
2022-07-07,11:33,PDT,1.521354
2022-07-07,11:34,PDT,1.51812
2022-07-07,11:35,PDT,1.51492
2022-07-07,11:36,PDT,1.511755
2022-07-07,11:37,PDT,1.508626
2022-07-07,11:38,PDT,1.505533
2022-07-07,11:39,PDT,1.502476
2022-07-07,11:40,PDT,1.499454
2022-07-07,11:41,PDT,1.49647
2022-07-07,11:42,PDT,1.493522
2022-07-07,11:43,PDT,1.490611
2022-07-07,11:44,PDT,1.487737
2022-07-07,11:45,PDT,1.4849
2022-07-07,11:46,PDT,1.482101
2022-07-07,11:47,PDT,1.47934
2022-07-07,11:48,PDT,1.476617
2022-07-07,11:49,PDT,1.473933
2022-07-07,11:50,PDT,1.471287
2022-07-07,11:51,PDT,1.46868
2022-07-07,11:52,PDT,1.466112
2022-07-07,11:53,PDT,1.463583
2022-07-07,11:54,PDT,1.461094
2022-07-07,11:55,PDT,1.458644
2022-07-07,11:56,PDT,1.456234
2022-07-07,11:57,PDT,1.453865
2022-07-07,11:58,PDT,1.451536
2022-07-07,11:59,PDT,1.449248
2022-07-07,12:00,PDT,1.447
2022-07-07,12:01,PDT,1.444794
2022-07-07,12:02,PDT,1.442629
2022-07-07,12:03,PDT,1.440506
2022-07-07,12:04,PDT,1.438424
2022-07-07,12:05,PDT,1.436385
2022-07-07,12:06,PDT,1.434387
2022-07-07,12:07,PDT,1.432432
2022-07-07,12:08,PDT,1.43052
2022-07-07,12:09,PDT,1.42865
2022-07-07,12:10,PDT,1.426824
2022-07-07,12:11,PDT,1.42504
2022-07-07,12:12,PDT,1.4233
2022-07-07,12:13,PDT,1.421604
2022-07-07,12:14,PDT,1.419952
2022-07-07,12:15,PDT,1.418344
2022-07-07,12:16,PDT,1.41678
2022-07-07,12:17,PDT,1.41526
2022-07-07,12:18,PDT,1.413785
2022-07-07,12:19,PDT,1.412355
2022-07-07,12:20,PDT,1.41097
2022-07-07,12:21,PDT,1.40963
2022-07-07,12:22,PDT,1.408336
2022-07-07,12:23,PDT,1.407087
2022-07-07,12:24,PDT,1.405884
2022-07-07,12:25,PDT,1.404726
2022-07-07,12:26,PDT,1.403615
2022-07-07,12:27,PDT,1.40255
2022-07-07,12:28,PDT,1.401531
2022-07-07,12:29,PDT,1.400559
2022-07-07,12:30,PDT,1.399634
2022-07-07,12:31,PDT,1.398755
2022-07-07,12:32,PDT,1.397924
2022-07-07,12:33,PDT,1.39714
2022-07-07,12:34,PDT,1.396403
2022-07-07,12:35,PDT,1.395713
2022-07-07,12:36,PDT,1.395071
2022-07-07,12:37,PDT,1.394477
2022-07-07,12:38,PDT,1.393931
2022-07-07,12:39,PDT,1.393432
2022-07-07,12:40,PDT,1.392982
2022-07-07,12:41,PDT,1.39258
2022-07-07,12:42,PDT,1.392226
2022-07-07,12:43,PDT,1.391921
2022-07-07,12:44,PDT,1.391665
2022-07-07,12:45,PDT,1.391457
2022-07-07,12:46,PDT,1.391298
2022-07-07,12:47,PDT,1.391188
2022-07-07,12:48,PDT,1.391126
2022-07-07,12:49,PDT,1.391114
2022-07-07,12:50,PDT,1.391151
2022-07-07,12:51,PDT,1.391238
2022-07-07,12:52,PDT,1.391373
2022-07-07,12:53,PDT,1.391559
2022-07-07,12:54,PDT,1.391793
2022-07-07,12:55,PDT,1.392077
2022-07-07,12:56,PDT,1.392411
2022-07-07,12:57,PDT,1.392795
2022-07-07,12:58,PDT,1.393228
2022-07-07,12:59,PDT,1.393711
2022-07-07,13:00,PDT,1.394244
2022-07-07,13:01,PDT,1.394827
2022-07-07,13:02,PDT,1.39546
2022-07-07,13:03,PDT,1.396143
2022-07-07,13:04,PDT,1.396876
2022-07-07,13:05,PDT,1.39766
2022-07-07,13:06,PDT,1.398493
2022-07-07,13:07,PDT,1.399376
2022-07-07,13:08,PDT,1.40031
2022-07-07,13:09,PDT,1.401294
2022-07-07,13:10,PDT,1.402328
2022-07-07,13:11,PDT,1.403412
2022-07-07,13:12,PDT,1.404547
2022-07-07,13:13,PDT,1.405732
2022-07-07,13:14,PDT,1.406967
2022-07-07,13:15,PDT,1.408253
2022-07-07,13:16,PDT,1.409588
2022-07-07,13:17,PDT,1.410975
2022-07-07,13:18,PDT,1.412411
2022-07-07,13:19,PDT,1.413898
2022-07-07,13:20,PDT,1.415434
2022-07-07,13:21,PDT,1.417022
2022-07-07,13:22,PDT,1.418659
2022-07-07,13:23,PDT,1.420346
2022-07-07,13:24,PDT,1.422084
2022-07-07,13:25,PDT,1.423872
2022-07-07,13:26,PDT,1.42571
2022-07-07,13:27,PDT,1.427598
2022-07-07,13:28,PDT,1.429536
2022-07-07,13:29,PDT,1.431524
2022-07-07,13:30,PDT,1.433562
2022-07-07,13:31,PDT,1.43565
2022-07-07,13:32,PDT,1.437788
2022-07-07,13:33,PDT,1.439976
2022-07-07,13:34,PDT,1.442213
2022-07-07,13:35,PDT,1.444501
2022-07-07,13:36,PDT,1.446837
2022-07-07,13:37,PDT,1.449224
2022-07-07,13:38,PDT,1.45166
2022-07-07,13:39,PDT,1.454145
2022-07-07,13:40,PDT,1.45668
2022-07-07,13:41,PDT,1.459264
2022-07-07,13:42,PDT,1.461898
2022-07-07,13:43,PDT,1.46458
2022-07-07,13:44,PDT,1.467312
2022-07-07,13:45,PDT,1.470093
2022-07-07,13:46,PDT,1.472922
2022-07-07,13:47,PDT,1.475801
2022-07-07,13:48,PDT,1.478728
2022-07-07,13:49,PDT,1.481704
2022-07-07,13:50,PDT,1.484729
2022-07-07,13:51,PDT,1.487802
2022-07-07,13:52,PDT,1.490923
2022-07-07,13:53,PDT,1.494093
2022-07-07,13:54,PDT,1.497311
2022-07-07,13:55,PDT,1.500577
2022-07-07,13:56,PDT,1.503891
2022-07-07,13:57,PDT,1.507254
2022-07-07,13:58,PDT,1.510663
2022-07-07,13:59,PDT,1.514121
2022-07-07,14:00,PDT,1.517626
2022-07-07,14:01,PDT,1.521178
2022-07-07,14:02,PDT,1.524778
2022-07-07,14:03,PDT,1.528425
2022-07-07,14:04,PDT,1.53212
2022-07-07,14:05,PDT,1.535861
2022-07-07,14:06,PDT,1.539649
2022-07-07,14:07,PDT,1.543484
2022-07-07,14:08,PDT,1.547365
